file_path,genre,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29
data\jazz\jazz.00075.wav,jazz,-78.2242,63.21851,-1.6562833,21.022593,4.470186,-3.5898204,-1.5619467,-3.069639,-6.07829,-1.9560667,1.7820154,-1.2156534,0.9424572,-2.5629067,-7.7692623,-5.9337397,-3.0165124,-2.46196,-1.0239958,-5.111242,-1.1982487,1.1628165,-3.3411057,-7.1227565,-0.44776022,1.7118899,2.5707471,-2.326452,-10.211832,-4.006459
data\jazz\jazz.00076.wav,jazz,-154.29288,110.68495,-22.299717,21.146955,4.267235,4.7490644,-4.0923247,-1.020666,-6.4128003,-9.245783,-3.6310499,-5.5030346,0.536892,-0.5116375,-4.807277,-11.2095585,-3.9384494,-1.4645185,-4.413699,-10.600424,-6.267209,-8.280444,-4.4733357,-1.3340274,-6.2210827,-4.8480344,-2.8617175,-1.471572,-6.0491886,-3.8285494
data\jazz\jazz.00077.wav,jazz,-77.089676,64.52771,-2.848515,28.53128,4.6849046,-2.814512,-5.947363,1.8981452,-5.2051053,-2.3232338,-2.9395368,-6.1481023,-0.76354444,-4.4824996,-4.159946,2.124515,0.8419236,-2.6640372,-3.3218763,-8.301835,-5.6066413,-1.0755168,-3.7108877,-7.5190854,-6.5074143,-5.778887,-0.6681409,-3.5906422,-7.3786774,-0.49230134
data\jazz\jazz.00078.wav,jazz,-141.49684,70.90452,-0.52323115,33.573048,1.4106365,-9.186746,0.7554331,0.5403756,-9.192057,-2.5710373,4.0803123,-2.218427,-0.69174725,-0.82226485,-6.4834576,-5.997157,-4.2439694,-3.2427416,-4.072898,-6.5609474,-2.8538244,0.9043143,2.3457396,-1.7349443,0.049407013,-1.6424713,-4.2047625,-0.5798861,-7.600941,-3.3192055
data\jazz\jazz.00079.wav,jazz,-163.53947,65.97194,5.3612895,41.897198,7.0257664,5.5014386,8.930416,2.6784523,-0.1825785,5.155423,10.491717,3.3298645,3.8408947,2.5506477,5.6973057,-1.0907345,-1.7849189,-5.19906,-5.654559,-9.76699,-7.1087613,-3.82723,-2.4721198,-0.114548296,-5.175856,-7.032999,-2.1484504,-3.270139,-5.7165513,-1.5578818
data\jazz\jazz.00080.wav,jazz,-117.24632,56.99422,-2.109928,35.616062,4.713422,3.890102,11.592064,6.0787044,0.5825714,2.2747371,2.6996386,-1.8503127,1.6808271,0.3939451,2.0524464,-1.1958259,-1.066449,-6.282375,-5.3911533,-4.8702927,-5.6572437,-4.749388,-3.378445,-0.3316035,-2.9527104,-5.2442904,-5.282954,-3.5880196,-5.8108983,-5.601103
data\jazz\jazz.00081.wav,jazz,-228.37154,67.53677,37.07984,21.325258,17.058424,10.142423,10.776463,8.010919,2.0421867,0.2971386,2.4991305,3.8471446,1.5821794,2.832255,0.043775763,-0.19756235,2.3157344,3.2987053,4.046379,-0.18987432,-0.25344774,-3.2063801,0.926426,3.3492484,0.7012584,-2.4799604,3.2082844,-1.3938936,0.5466355,-1.0642997
data\jazz\jazz.00082.wav,jazz,-158.2061,49.602417,21.594702,16.516554,11.422575,6.259136,5.633524,-0.19963425,-0.24266586,-1.9968201,2.022939,2.6891398,-1.4565204,-1.8059658,-1.8253204,-3.3063495,-1.5225009,-1.1878134,-2.9898036,-1.8677343,0.10084154,-1.96927,-2.2397442,0.6871483,0.17231353,-2.4470737,-3.2954426,-3.9447556,-3.7012455,-3.4799979
data\jazz\jazz.00083.wav,jazz,-126.01213,56.60823,23.495506,23.700129,-0.3036549,7.1513724,0.16874294,-0.8434282,-4.156273,-1.8949323,2.5230918,0.5281127,0.92665267,0.042565692,2.9119654,0.1204047,1.313123,0.37778202,-6.1331954,-4.9485555,3.2184062,2.3388858,-2.041475,-1.5502586,-3.4470105,-4.8946815,-0.24197888,0.040822078,-2.1782906,-3.4897082
data\jazz\jazz.00084.wav,jazz,-178.09238,61.942623,1.4681733,36.045937,7.5810137,5.153892,-0.9176271,2.9412882,1.4490772,2.1342268,5.1702733,2.0257974,0.51068854,6.528254,2.6033716,4.8549476,7.9310346,4.5274725,-1.6060568,3.7312236,2.8487825,-3.7187307,-2.2405,3.3549922,1.0506111,-0.52640945,-3.09444,-1.1023692,0.8009177,-2.6204317
data\jazz\jazz.00085.wav,jazz,-131.93135,61.59087,-12.654589,35.085182,-2.1272988,-0.9491929,-4.837914,-4.1055217,-3.2856128,2.4962208,6.411373,3.4233503,-2.8839264,3.229511,-1.3421865,0.86595935,3.6739004,0.6368783,-0.36149603,6.3308907,6.7889347,-0.9720633,-6.3476005,2.1046293,-1.9774755,-4.15033,-5.172399,-1.978462,0.70248044,-1.4541965
data\jazz\jazz.00086.wav,jazz,-156.61226,22.763254,10.495277,24.156204,10.143046,2.969647,2.4915147,0.48371983,2.6910138,1.2310426,3.3316617,-7.8197885,1.1087779,1.8791414,2.3311465,0.72104543,2.9955826,1.0147958,7.6109095,-2.053713,1.8238865,-4.875283,-9.706804,5.283717,-1.5244482,-2.8177233,-4.3622875,0.7084533,6.2666807,-2.1181188
data\jazz\jazz.00087.wav,jazz,-341.018,89.85991,44.511982,28.827593,16.317823,10.590869,7.000736,0.82006645,6.097488,7.125774,5.411661,2.735858,9.361677,5.570951,3.7773476,3.1608663,0.28721145,-1.3718239,-1.5763365,-1.984961,-2.5736256,-1.2691295,-1.2823315,-3.5399816,-5.649467,-4.8518767,-1.9273825,-5.410594,-5.6219864,-0.65185356
data\jazz\jazz.00088.wav,jazz,-192.50781,80.95126,25.701668,18.5341,14.171379,1.2654692,4.0929475,-1.4168408,2.6607606,5.235185,3.7162201,0.2937416,7.3394523,0.8875506,-1.2227072,-1.3455075,1.1447128,2.6570992,3.21158,-3.0025358,-1.1453545,4.001932,1.4102297,-1.8591322,-2.3655763,-2.7128563,2.8386517,-8.987026,-7.4445662,6.3062973
data\jazz\jazz.00089.wav,jazz,-322.49924,90.65098,27.027184,37.856743,19.709015,4.6093187,3.0706127,7.9708104,1.9372374,2.0878365,0.44746575,4.8929596,13.060921,0.41256195,-0.7214642,4.703701,1.2312224,-3.745362,1.6888138,0.39244708,4.1698728,2.1880417,2.5239327,4.520967,0.05963808,2.4851794,-1.1270684,-2.2347243,-0.17678842,-4.845075
data\jazz\jazz.00090.wav,jazz,-217.62901,105.62872,19.315361,28.35325,8.654835,0.14365205,6.3657665,-2.5397053,-12.996928,-11.149584,-6.152888,-7.734215,0.42279667,-1.261135,1.7099494,-2.302344,-3.8114839,-3.6843863,0.5768568,0.57314515,2.0635612,0.69480985,-0.64956266,-0.64694864,-0.96022207,3.3795521,3.635371,0.44790736,-3.2257447,-3.1740973
data\jazz\jazz.00091.wav,jazz,-299.40533,60.777206,32.098515,25.695833,7.463468,-1.2953769,1.8622718,5.2616196,-5.529667,-3.1035628,3.6464572,-2.2974072,0.8934428,3.3417819,7.2738442,5.9343653,-8.263965,-0.462542,1.9967841,-7.015196,-0.028881911,2.859215,0.8272185,1.7568102,1.6972541,4.408106,-1.6127858,-2.3615367,-0.5444321,-2.309443
data\jazz\jazz.00092.wav,jazz,-294.19385,84.66457,39.07789,28.63521,14.131192,1.0344223,7.3534536,5.217076,-3.739166,-5.041574,2.2247612,-0.56659293,4.2180734,0.12858444,0.8307335,-2.1461122,-4.4974513,-1.0901142,7.2270007,-0.24393678,-1.6339183,4.5114083,6.1915674,2.7751644,0.56748676,1.5757284,-1.6696248,-1.3543826,-0.5837239,-2.740182
data\jazz\jazz.00093.wav,jazz,-215.39735,100.96081,17.098629,12.978259,16.062912,4.7642055,4.5650473,-3.1336946,-4.154083,-2.2966673,-4.9289665,-3.3494503,-1.4255522,-5.027763,-0.6690235,1.347664,1.9956139,-0.25326055,0.96090025,-2.1293337,-2.1357675,-1.4050399,-3.0780005,0.66871965,0.40502205,-5.9082046,-0.44221926,0.0013697008,-0.13363945,-5.4233117
data\jazz\jazz.00094.wav,jazz,-366.44046,131.6985,16.512924,36.320045,5.060641,14.675128,-6.163728,4.7142596,-9.5868,-1.2903655,-2.6941345,1.5798401,-2.2748075,-0.18491913,-3.260644,-4.681197,-3.571376,-3.9690413,-1.8218516,-0.9156636,7.308525,6.5396323,1.568082,-1.0414732,0.035759326,-4.3302803,-2.9837623,-0.34053886,-0.84969497,-7.0507154
data\jazz\jazz.00095.wav,jazz,-219.7643,100.79803,-1.4563252,41.28544,-0.94854546,23.37939,-11.514086,20.027903,-15.970275,13.943598,-7.9898467,5.7383604,-6.868226,6.212485,-5.8096046,0.9544679,-5.1647315,3.0511167,2.0808198,0.9545138,0.5042138,-0.27541032,-0.13741533,4.8301992,0.42379138,-2.5377207,-2.0134747,-4.2880073,-0.03904809,-10.784061
data\jazz\jazz.00096.wav,jazz,-277.2356,95.75203,-2.979494,43.91987,1.9414104,22.249989,-6.1406465,22.460953,-12.840875,10.7803955,-7.533229,3.5953238,-5.0750594,6.763929,3.6364908,6.7209134,1.7745737,-2.1269126,-5.3855343,-5.33674,3.2544277,5.1203303,-0.019441493,-6.8989725,-8.014127,-6.5379477,2.2055612,-5.493305,-0.08323778,9.2925625
data\jazz\jazz.00097.wav,jazz,-413.5791,118.27575,31.10331,40.165215,13.103847,13.944953,-3.7192216,4.748372,-9.8912525,-3.062776,-6.2822113,-3.6105387,-5.2636905,1.1222537,2.8341734,6.5945344,7.9513693,5.062708,1.6020724,-4.3780694,0.77279663,2.995537,3.5118513,1.0778687,-0.68016267,-3.874986,-1.651039,-1.7035279,-0.7268088,-1.7171465
data\jazz\jazz.00098.wav,jazz,-223.03062,102.89912,-1.669735,45.199474,-6.7459745,25.354921,-14.366872,24.246717,-10.414377,11.146243,-9.151457,6.625129,-7.8286963,9.370097,-3.43028,2.673875,-6.2106004,0.8636526,-3.390311,-0.38150385,-0.49831888,2.0944252,-1.0984704,2.1618202,2.5558953,-1.4008621,1.8522409,-4.8348527,-1.733123,-5.950272
data\jazz\jazz.00099.wav,jazz,-315.01422,112.72766,9.740749,38.98918,3.942611,20.019873,-7.2231927,15.273513,-13.67778,10.151816,-4.8844333,4.7019944,-2.6995628,3.828492,0.84135544,3.3496346,-2.1094282,-1.2456768,1.7837285,-2.2265732,-2.321283,1.3626059,-2.47955,1.4074184,0.7717444,-9.644015,-0.7771006,-4.0105257,-0.36720687,-5.64071
data\metal\metal.00000.wav,metal,-52.93138,50.087284,-11.485749,46.351738,6.5509257,10.124288,5.479244,8.854688,5.9422073,6.6225224,-4.0471754,9.770576,-3.118492,3.657853,-6.5097322,1.0867522,-4.4839272,4.728173,-2.7538903,0.5066719,-9.301241,2.0283496,-3.492076,2.508437,-4.668325,-1.9005418,-5.696055,-3.1797445,-4.824635,0.85914665
data\metal\metal.00001.wav,metal,-80.14728,64.84362,-15.4656,46.839314,7.9110203,21.762014,-2.1760788,21.986689,-7.7126274,11.144746,-4.2870846,11.442518,-10.365105,11.727381,-7.095706,5.931137,-9.025644,5.5059457,-6.201169,3.125263,-11.22225,6.7582107,-7.806596,6.9133472,-4.3999825,6.6761065,-7.9193325,1.6482625,-4.7827563,3.7704117
data\metal\metal.00002.wav,metal,-62.21819,115.20072,-42.81503,54.31106,-24.88396,20.13311,-21.639133,20.847036,-8.3987,20.328602,-10.731801,9.669686,-14.547392,6.932939,-7.4813604,5.9730854,-3.475765,6.574291,-6.577369,2.9633865,-0.58120763,-0.49440092,-4.441387,2.418681,-1.5699337,-1.1953161,-1.6027534,-2.9370332,-0.61439705,-2.0444841
data\metal\metal.00003.wav,metal,-43.064682,75.397606,-47.840973,53.023735,-12.337867,36.87316,-8.28772,28.40454,-14.531338,22.106436,-7.3557463,15.97535,-13.140837,12.263161,-10.449837,5.939399,-6.6831427,5.279664,-2.331793,3.5936801,-5.6394253,0.99297583,-6.283594,-1.6262271,-5.719865,-2.2790487,-1.3481355,-0.2870012,-1.0816948,-2.0735195
data\metal\metal.00004.wav,metal,-107.129585,47.660187,-8.620708,38.398926,8.458258,9.54455,1.0175123,20.74903,0.71484894,11.783107,1.1646875,11.063398,-2.529399,7.581268,-4.1991124,7.0764894,-6.6205163,4.546639,-4.2624664,4.2896204,-6.3444033,1.185834,-5.46083,3.9713225,-9.322968,2.4382598,-4.6980286,2.696789,-3.9087474,1.4766145
data\metal\metal.00005.wav,metal,-79.627686,93.472885,-27.749144,64.06913,-18.807098,23.320396,-10.540276,13.356394,-17.537811,16.38852,-10.054388,8.941801,-16.081074,4.287135,-14.799312,0.26462856,-8.214849,3.4206583,-3.714394,-2.4369855,-5.9271703,-6.381381,-6.270944,-2.1026313,-2.6011028,-2.0378497,-2.635535,-2.650481,0.057810627,-1.8902678
data\metal\metal.00006.wav,metal,-140.7783,55.923157,-12.291191,44.319008,-10.604771,10.867444,-0.95333475,22.243965,-9.378978,15.246445,-3.0641422,9.072361,-8.798301,8.746224,-12.113971,5.550327,-12.49319,6.3504667,-3.8611655,4.7257943,-8.325619,6.0210814,-8.970354,3.172559,-11.850983,1.721756,-5.2102757,4.224372,-6.7738285,4.097658
data\metal\metal.00007.wav,metal,-108.09747,65.77733,-20.841005,47.559593,0.85362834,8.991208,-3.2142603,20.978045,-10.349271,7.8764496,-8.126471,12.045557,-9.155128,7.0092583,-8.752738,5.7859516,-12.369431,3.441416,-7.3785267,4.871621,-13.34848,1.5405726,-12.393968,2.1375163,-8.34571,2.726428,-9.568492,4.602409,-8.981794,-2.1745677
data\metal\metal.00008.wav,metal,-149.98433,67.907,-6.6888485,32.084488,6.0797987,12.23563,9.134745,10.182917,3.7711067,10.5964,0.77275217,7.715685,-1.1583731,-3.3025763,-7.533149,0.41751122,-4.005859,1.2608818,1.4787947,5.4820046,-5.2191534,0.70232505,-6.5165796,-3.637245,-9.363178,-4.446163,-7.6893487,0.91529995,-4.756458,-2.6235688
data\metal\metal.00009.wav,metal,3.642235,104.75209,-0.8226447,55.941105,-29.222486,31.255442,-14.195287,20.202589,-8.280901,15.181638,-14.587307,15.663606,-12.990428,15.283536,-6.9285975,9.860408,-6.502115,4.901696,-0.77597106,6.457592,-5.7187448,2.6494813,-2.019588,1.2571666,0.9866519,1.4553005,-2.9714215,0.34069905,-1.1133025,1.0070075
data\metal\metal.00010.wav,metal,-58.72036,70.55818,-19.421354,73.593155,-27.765425,23.759441,-17.90417,21.222898,-16.94942,16.136871,-15.223486,14.874156,-18.705826,11.308096,-14.637608,4.3117094,-12.718779,1.1689208,-8.019436,0.91980964,-10.37271,1.137434,-7.2384114,-0.5475429,-5.424097,-0.99838626,-4.785039,-2.300408,-2.63059,-1.7437425
data\metal\metal.00011.wav,metal,8.79297,82.823204,-30.564281,66.71608,-16.359283,16.56822,-10.763801,29.540407,-25.089777,16.821932,-11.392603,12.7859,-13.347067,9.802606,-14.256787,9.601154,-8.031881,5.1873074,-2.9507003,4.4044585,-8.378099,-1.632732,-4.669605,-0.32548234,-5.6180263,0.09588892,-3.1101172,-0.37635803,-0.8638782,-5.418431
data\metal\metal.00012.wav,metal,-64.107925,74.525986,-45.968002,65.855095,-14.676303,23.849155,-13.777111,37.7623,-10.587832,21.39044,-9.345858,17.91302,-10.791604,11.354605,-11.166747,8.709755,-8.963811,3.229737,-5.745522,2.4206762,-4.952733,-2.1229792,-3.3911269,0.7335026,-9.100296,-1.6645308,-2.1330535,-0.9188276,-0.8243172,-3.5024438
data\metal\metal.00013.wav,metal,-84.90263,64.63974,-36.32613,65.39542,-13.867816,22.872536,-15.565662,36.293034,-13.677166,21.259466,-9.251361,19.171608,-10.607493,12.314615,-9.792946,10.552154,-9.910699,5.051337,-5.342369,3.8016188,-5.924948,-1.1839124,-4.154652,1.7647898,-7.9414062,-0.6619728,-2.7700312,0.014430303,-1.4187601,-1.9651806
data\metal\metal.00014.wav,metal,-117.9197,65.44176,-51.43996,74.10702,-13.760528,25.753458,-13.138064,32.225914,-10.345248,21.713371,-7.8024545,12.349829,-14.452733,5.787718,-13.264057,4.5679383,-11.399253,-0.66686296,-4.573327,-0.21592179,-7.0329127,-6.7005043,-4.6051397,-2.0901532,-11.371319,-6.3711805,-4.868682,-2.8313868,0.77684146,-3.4558556
data\metal\metal.00015.wav,metal,-76.78499,68.00349,-11.247029,76.363235,-17.476349,25.336973,-17.900314,20.368681,-21.42049,14.217725,-15.768945,12.524236,-18.507433,10.831447,-13.703334,4.864304,-11.980359,1.6491083,-7.645301,2.2255213,-9.468249,0.528558,-8.711714,-2.1324103,-5.979987,-1.56262,-4.569128,-3.1325004,-3.536668,-1.4204102
data\metal\metal.00016.wav,metal,26.693075,79.7964,-52.05575,51.320683,-16.361847,22.011913,-17.46108,30.925192,-15.979048,16.127386,-12.196157,11.303884,-12.44661,5.206543,-7.687124,10.177716,-9.720839,-1.6887617,-7.5994143,-3.929782,-8.955718,2.0962138,-1.5465566,-3.848071,-3.0256202,-2.7676008,-2.1618538,-1.139272,-1.5717789,-0.49632213
data\metal\metal.00017.wav,metal,-75.51751,81.91142,-22.08108,69.877,-11.740438,25.740246,-18.518965,27.02771,-14.085998,22.13411,-12.107688,14.951657,-13.525078,5.8154855,-10.154532,6.781166,-10.48783,4.3725295,-5.4660206,2.9706361,-7.660164,1.1916012,-5.9390883,-0.8708577,-3.4956107,-1.8124524,-3.491508,1.4612561,-0.008746415,0.8754244
data\metal\metal.00018.wav,metal,-76.37207,123.29144,-89.89615,76.44556,-21.269108,22.2958,-13.650001,14.64789,-6.320443,9.922285,-3.9226875,5.3985925,-2.4885116,5.03836,-2.9841642,5.112243,-4.379888,-1.2858986,3.0850468,0.17664611,-2.2640226,0.5541482,1.9667591,-1.904334,-1.2624863,-3.264961,-0.18804753,-0.09136089,0.8920787,-3.0875373
data\metal\metal.00019.wav,metal,-89.329834,82.35691,-23.258312,68.10751,-13.08676,22.4548,-18.526537,26.23265,-14.358577,21.504412,-13.878504,12.481539,-14.122218,3.753356,-10.118068,5.4011245,-11.116164,2.6867974,-5.68873,3.0959978,-7.067903,1.0272012,-5.9157114,-2.4077303,-4.3565135,-1.7086918,-2.5500798,0.55279225,0.8187597,0.009491297
data\metal\metal.00020.wav,metal,-75.01831,81.17257,-20.199926,68.304726,-11.342598,23.670305,-19.834023,24.183435,-13.177372,22.286407,-11.556872,13.55321,-15.058013,3.302359,-10.513962,5.075372,-10.686498,3.8659294,-4.944836,3.2599394,-7.3927293,0.85770786,-6.332861,-2.1059144,-3.576974,-1.7153934,-3.1744225,0.30552703,0.90001494,0.10509979
data\metal\metal.00021.wav,metal,-76.28286,61.76296,-37.112747,62.440014,-14.831243,34.567806,-11.487005,30.963097,-12.278124,22.313232,-7.511117,17.84716,-11.126256,10.237994,-10.79403,5.1591578,-7.724808,2.585732,-3.0912778,2.6671667,-3.45042,-0.050976567,-6.0959625,-1.5667833,-5.892042,-4.4724298,-3.2273803,-2.8513098,-0.17337707,-3.3321967
data\metal\metal.00022.wav,metal,-45.843933,108.013725,-11.740544,66.32776,-30.207605,9.2367,-25.772972,21.87735,-17.929054,10.275843,-14.119918,18.74677,-14.2388315,-2.237886,-5.778148,-5.8649893,-2.5429695,1.4795749,-5.616363,-2.8201232,-6.9969525,0.9683546,-3.0527465,-1.1825897,-4.039514,-7.0150414,0.501911,-4.4766107,2.0658364,-2.9822867
data\metal\metal.00023.wav,metal,-43.716743,82.746086,-29.634932,70.4197,-21.612555,31.165257,2.078945,28.88349,-2.6835518,19.90194,-6.94059,19.136198,-7.3723607,7.891116,-13.863939,4.059309,-6.876037,-1.7961832,1.4668609,4.5396914,-7.958602,-1.4899923,-1.4263564,-1.0632919,-3.8033788,-3.974462,-1.0984409,-1.4071456,3.823985,-1.5125179
data\metal\metal.00024.wav,metal,-16.706278,94.11414,-32.7863,61.490444,-10.101552,34.223568,-11.971187,28.200222,-15.321425,19.325449,-8.278708,17.934834,-7.455649,12.818329,-6.1901646,6.3816876,-6.894108,4.45563,-4.1618023,4.225447,-3.4203837,1.2285982,-3.0779777,-1.4368087,-2.29981,-1.1693883,-0.6281733,-0.4485297,0.4042211,-0.8196754
data\metal\metal.00025.wav,metal,-120.12781,91.28767,-38.79496,75.003784,-3.8060124,22.66649,-8.123724,23.654573,-14.638494,13.365053,-9.405639,13.706509,-9.3145075,3.5835807,-11.857464,1.0247251,-10.71396,-3.241502,-3.4665036,-4.576842,-11.3522415,-3.5941167,-3.8327916,-4.5401845,-5.0191097,-7.7862954,-4.453692,-4.762199,-3.0624883,-4.882677
data\metal\metal.00026.wav,metal,-61.47552,71.744484,-46.288235,75.44222,-18.524563,35.957085,-12.68256,28.374231,-9.363222,14.5109625,-4.269454,11.870008,-16.039183,12.117884,-16.081953,2.3608217,-8.121184,-1.4349422,-0.9419497,0.81972945,-10.069968,-0.62860733,-7.8011575,-1.8058647,-4.936677,-4.4059777,2.015375,-2.6563725,-0.2911415,1.5255624
data\metal\metal.00027.wav,metal,-36.462593,94.79669,-36.61026,55.001995,-8.238859,29.6873,-13.684501,28.724905,-11.995235,19.366922,-15.665719,13.938667,-11.981068,7.540056,-11.918596,5.4808097,-9.272308,6.1842527,-4.3013177,1.8341254,-6.8651104,0.77705145,-3.1817548,0.80593425,-2.9850938,-1.0503274,-4.473678,0.71632075,0.1323802,0.5353489
data\metal\metal.00028.wav,metal,-28.089987,84.033875,-43.71616,47.990974,-22.45509,19.917406,-25.18115,24.802288,-13.120749,24.669502,-16.419373,17.564196,-15.417398,8.639938,-9.952718,7.071071,-9.484701,8.427125,-3.548901,2.6234772,-7.915459,3.7965274,-3.1021645,-1.0826495,-4.5300903,1.9802679,0.1183313,1.670946,-1.3835132,-0.9530412
data\metal\metal.00029.wav,metal,-103.65834,73.83582,-16.127468,53.154728,-25.099674,33.991573,-13.641718,25.99047,-18.906933,18.668743,-12.777742,9.545628,-16.148779,8.769027,-12.545799,5.3656545,-8.112325,6.6663527,-4.4953666,2.9296632,-6.248166,0.2473757,-6.9440284,-2.2989397,-2.380611,-2.0443711,-1.9258859,-0.8391315,-3.500574,-2.090248
data\metal\metal.00030.wav,metal,-77.45472,130.88896,-23.287468,61.99624,0.9075686,30.532892,-8.75849,19.443262,-2.2276921,13.108556,-3.2997828,8.935825,-8.964679,-0.35130325,-6.036298,-0.39818117,-6.789776,-4.3958716,0.9761338,3.9791048,3.2289722,-1.1256937,-2.2340183,-3.5004973,-1.5178005,-1.6871996,3.993589,0.41410777,0.5287161,-2.955657
data\metal\metal.00031.wav,metal,-12.502531,91.33017,-23.079102,50.981163,-12.106397,30.916203,-15.001935,23.06173,-14.281173,23.065378,-17.684673,13.16198,-15.200903,3.9402606,-9.093106,5.5435486,-9.840607,5.6275406,-7.0400944,1.4170808,-4.339909,-0.05457555,-1.0274591,1.0167557,-1.148134,-1.3568081,-3.4771695,-1.8668584,-3.1596403,-1.2360129
data\metal\metal.00032.wav,metal,-61.907036,93.03636,-39.96771,56.147964,-19.685198,23.381887,-7.6440945,17.719402,-19.306637,17.783297,-13.095866,14.301978,-13.079708,5.447866,-10.795583,3.732999,-10.746842,1.2737482,-4.612356,0.33479154,-7.8941965,-3.8167732,-6.6159434,-3.5679119,-6.304031,-4.837947,-3.2368925,-1.4976962,-1.9394263,-1.725232
data\metal\metal.00033.wav,metal,-35.73135,115.466896,-40.631664,75.38111,-12.545452,21.839254,1.8210291,15.605564,-0.17317209,10.234974,-11.762732,15.405225,-12.471008,4.6235504,-2.470627,-1.6684321,-0.3332341,-7.7724237,0.9960804,-4.1807895,-10.087195,-1.0908253,-2.5181737,-2.7014158,-1.8421023,-3.7305467,-2.0139313,-4.3685517,-2.5996978,-3.6418245
data\metal\metal.00034.wav,metal,-104.68676,87.735695,-33.242126,48.456833,-28.924986,22.51373,-24.994108,20.534803,-12.07721,18.25662,-15.190194,10.294038,-13.897689,10.2869,-4.697043,9.943593,-5.6209707,4.791561,-11.67811,2.9583418,-0.6931106,0.8725093,-6.686566,-1.7918795,-4.261816,-0.13114864,-1.5034515,0.65565366,0.52907646,-0.4709619
data\metal\metal.00035.wav,metal,13.472156,78.02858,-32.999123,55.550117,-9.963229,35.417408,-17.641218,29.057076,-11.254932,14.004888,-10.102363,16.52735,-8.494954,5.9217753,-11.878571,6.4486413,-11.164233,-0.19770099,-2.188119,1.3877146,-8.644351,0.6253028,-4.8809114,0.4285335,-4.15698,-3.7944252,-1.6657727,-1.6160107,-0.91041183,-0.95647335
data\metal\metal.00036.wav,metal,-71.27534,82.33836,-30.17323,56.464294,-10.875072,26.82275,-15.808304,25.348274,-15.630503,17.768711,-13.055728,14.628012,-14.275042,9.547383,-10.368048,8.101744,-7.4639072,5.430879,-4.4021826,3.0511742,-6.159538,0.45006898,-3.503848,-0.78490543,-5.0702004,-1.478029,-5.456228,-1.247193,-0.7834656,-2.195824
data\metal\metal.00037.wav,metal,-79.07527,106.81676,-38.75978,39.854446,-26.757378,32.465256,-15.021737,29.701921,-11.37107,13.770958,-14.502706,16.169477,-3.0626535,3.566323,-17.280031,-2.1323605,-12.57326,-1.2415167,-1.2017151,9.030018,-5.963624,1.5325191,-1.6927565,-2.27659,-4.035332,-5.59906,-3.4868236,-4.4107456,-5.230155,-3.3100703
data\metal\metal.00038.wav,metal,-122.234886,62.287914,-34.475754,75.653,6.2773776,22.03109,-10.958645,23.23548,-12.28494,5.612534,-6.983782,5.616977,-14.398442,-0.47629938,-11.284502,2.134981,-7.712521,-2.7237544,0.8729692,-5.3240557,-5.6132207,-6.0656543,-6.82821,-3.8491309,-4.1842766,-4.824877,-4.229273,-3.7864344,-3.93765,-4.289648
data\metal\metal.00039.wav,metal,-99.77965,102.12207,-23.655642,63.08262,-8.785434,30.73993,-9.646097,14.164796,0.37265715,13.223106,-10.096967,9.193242,-4.932152,2.3094268,-7.185385,-1.0914272,-4.9282236,6.3270736,-5.0554013,-9.303228,-3.4820523,-2.553892,-3.6809123,-7.288574,-4.3783,-6.8257093,-4.456131,-4.3428154,-2.259514,-5.302065
data\metal\metal.00040.wav,metal,-74.115524,80.12189,-46.98442,51.01986,-9.138492,31.76564,-6.376152,24.85552,-19.14261,20.790123,-11.669212,13.848666,-16.47486,7.748832,-10.6138525,7.497552,-10.351636,4.983658,-8.210215,1.2308669,-7.464061,-0.51157814,-8.899526,-4.8721843,-4.3487597,-0.7334851,-3.6389346,-1.1835762,-2.5507193,-2.7395873
data\metal\metal.00041.wav,metal,-100.42865,104.687256,-57.258133,56.590775,-5.5367737,22.83633,-6.167544,23.090935,-19.069187,17.792307,-13.767806,9.958694,-14.848816,0.3448952,-7.3256383,6.9757853,-12.664746,-0.55819917,-11.753996,-1.5418612,-7.612648,-5.2715125,-7.385897,-4.0490837,-5.4942403,-4.590136,-3.5974517,-1.2309185,-1.0370066,-2.2541542
data\metal\metal.00042.wav,metal,-93.59133,89.89402,-55.902695,51.637325,-5.558396,28.777815,-13.892873,27.350773,-15.316164,22.829412,-12.410713,9.704986,-19.730852,-0.77918744,-9.100343,12.41412,-5.453556,4.238625,-10.8701935,-2.9501216,-8.792006,-1.9020388,-4.626731,-1.9047022,-5.2735925,-6.7538743,-4.059016,-2.495236,-3.1375515,-3.3869448
data\metal\metal.00043.wav,metal,-110.87448,83.18676,-45.257427,56.596424,-7.4923544,19.979755,-13.402861,21.218973,-15.71974,18.087412,-18.12701,12.930389,-17.24171,3.3319187,-7.5791407,5.8677907,-7.949427,6.8205414,-5.672731,1.3515627,-7.6147885,-1.4397645,-7.9974284,-1.960818,-1.9153452,-1.3154362,-0.8521704,-1.1269196,-4.179673,-2.1830325
